restaurant,location,cuisine,price,food_rating,service_rating,ambience_rating,value_rating,num_reviews,recommendation_percentage,chef,dining_style,dress_code,noise_level
The Regency Bar & Grill,Midtown East,American,$50 and over,4.2,4.2,4.3,3.7,105,79%,Serge Devesa,Casual Elegant,Business Casual,Moderate
Inside Park at St. Bart's,Midtown East,Contemporary American,$30 and under,4.3,4.4,4.5,4.2,1031,97%,Denton Whyte,Casual Elegant,Business Casual,Moderate
Crompton Ale House,Chelsea,American,$30 and under,4.4,4.5,4.4,4.3,76,92%,,Casual Dining,Business Casual,Moderate
Chuck & Blade,Chelsea,American,$30 and under,3.8,3.8,3.9,3.7,225,75%,Armando Cortes and Viko Ortega,Casual Dining,Casual Dress,Quiet
Blenheim,West Village,Contemporary American,$31 to $50,4.4,4.3,4.5,4,415,90%,,Casual Elegant,Smart Casual,Quiet
SuperNova,Theater District / Times Square,American,$30 and under,4,3.8,4.3,3.7,341,77%,Eddie McRae,Casual Dining,Smart Casual,Moderate
Azuki Japanese Restaurant,Theater District / Times Square,Japanese,$30 and under,4.3,3.8,3.9,4.2,36,100%,,Casual Dining,Business Casual,Quiet
Gente,Midtown East,Italian,$31 to $50,4.3,4.4,4.1,4.1,733,76%,Jay B. Mitchell,Casual Elegant,Casual Dress,Quiet
Wine 34,Murray Hill,American,$31 to $50,4.3,4.3,4.3,4,77,100%,Oscar Ortega,Casual Dining,Casual Dress,Moderate
Kingside,Midtown West,American,$31 to $50,4,4,4.2,3.7,439,89%,Fernando Navas,Casual Elegant,Business Casual,Quiet
Russian Vodka Room,Midtown West,Russian,$30 and under,4.4,4.2,4.2,4.2,98,94%,,Casual Elegant,Business Casual,Moderate
The Ainsworth,Chelsea,Gastro Pub,$30 and under,4,3.9,4.1,3.9,269,100%,,Casual Dining,Business Casual,Moderate
Da Raffaele - NYC,Midtown East,Italian,$30 and under,4.7,4.8,4.6,4.5,282,87%,,Casual Dining,Casual Dress,Quiet
Le Midi Bar & Restaurant,Union Square,French,$31 to $50,4.3,4.4,4.3,4.3,495,94%,,Casual Dining,Casual Dress,Quiet
Public House - New York,Midtown East,American,$30 and under,4.1,4.2,4.1,4.2,151,100%,Modesto Lazamo,Casual Elegant,Business Casual,Moderate
Upstairs at '21',Midtown West,American,$50 and over,4.8,4.9,4.6,4.4,155,100%,Sylvain Delpique,Fine Dining,Jacket Required,Quiet
Saar Indian Bistro,Theater District / Times Square,Indian,$31 to $50,4.4,4.3,4.2,4.1,125,90%,Hemant Mathur & Surbhi Sahni,Casual Dining,Casual Dress,Quiet
Cantina Rooftop,Midtown West,Mexican,$31 to $50,4.2,4,4,3.9,475,86%,Saul Montiel,Casual Dining,Casual Dress,Moderate
The Terrace at EDITION and Outdoor Gardens,Theater District / Times Square,American,$31 to $50,4.5,4.3,4.7,3.9,29,90%,John Fraser,Casual Elegant,Smart Casual,Moderate
Osteria 57,Greenwich Village,Italian,$31 to $50,4.4,4.2,4.6,4.2,73,95%,,Casual Dining,Smart Casual,Moderate
Nirvana,Midtown East,Indian,$31 to $50,4.5,4.4,4,4.1,406,78%,Chef Jeevan,Casual Dining,Smart Casual,Quiet
Ajisai Japanese Restaurant,Hell's Kitchen,Japanese,$30 and under,4.4,4.2,4,4.3,111,100%,,Casual Dining,Formal Attire,Moderate
Maggie's Place,Midtown East,Irish,$30 and under,4.2,4.2,4.3,4.2,201,92%,Mark Whelan - Owner,Home Style,Smart Casual,Moderate
ABA Turkish Restaurant,Midtown West,Turkish,$30 and under,4.5,4.4,3.9,4.4,433,91%,,Casual Dining,Casual Dress,Moderate
Home Base Bistro,Murray Hill,Tapas / Small Plates,$30 and under,4.1,4.2,4,4.1,24,50%,Lieutenant Fireman John Sierp,Casual Dining,Smart Casual,Moderate
Belcampo - Hudson Yards,Hudson Yards,American,$31 to $50,3.8,3.8,3.8,3.6,38,75%,Brett Halfpap,Casual Dining,Business Casual,Moderate
Ben's Kosher Delicatessen - Manhattan,Midtown West,Deli,$30 and under,4.1,4.2,3.7,4,67,91%,,Casual Dining,Casual Dress,Quiet
Foxy John's,Midtown East,American,$30 and under,4.4,4.4,4.1,4.3,132,100%,,Casual Dining,Casual Dress,Moderate
Arte Restaurant,East Village,Italian,$31 to $50,4.5,4.5,4.5,4.3,403,88%,,Casual Dining,Casual Dress,Quiet
Duke's - Murray Hill,Murray Hill,American,$30 and under,4.2,4,4,4.1,238,92%,Seth Lowenstein,Casual Dining,Casual Dress,Moderate
Pig n Whistle-46th St.,Midtown West,American,$30 and under,4.1,4.1,3.9,4,122,89%,,Casual Dining,Casual Dress,Moderate
Amata,Midtown East,Italian,$31 to $50,4.6,4.7,4.4,4.3,698,93%,,Casual Elegant,Business Casual,Quiet
Under the Bridge,Midtown East,Greek,$30 and under,4.5,4.3,4.1,4.2,345,94%,,Casual Dining,Casual Dress,Moderate
O'Donoghue's Bar & Restaurant,Theater District / Times Square,Irish,$30 and under,4.2,4.3,4.1,4.2,346,85%,Michael Quinn,Casual Dining,Casual Dress,Moderate
Hudson Malone,Upper East Side,Gastro Pub,$31 to $50,4.4,4.5,4.3,4.2,132,90%,Doug Quinn,Casual Elegant,Smart Casual,Moderate
Beer Authority,Theater District / Times Square,Gastro Pub,$30 and under,3.8,3.6,3.9,3.7,158,70%,,Casual Dining,Casual Dress,Moderate
Souvlaki GR Kouzina,Midtown East,Greek,$30 and under,4.6,4.6,4.5,4.6,24,100%,,Casual Dining,Business Casual,Moderate
Patrick's,Theater District / Times Square,American,$30 and under,4,4.3,4.1,3.9,38,85%,,Casual Dining,Business Casual,Moderate
AnTalia,Midtown West,Turkish,$30 and under,4.3,4.3,3.7,3.9,445,80%,,Casual Dining,Casual Dress,Quiet
Don Giovanni's - Times Square,Hell's Kitchen,Italian,$31 to $50,4.3,4.4,4.2,4.2,53,100%,,Casual Dining,Casual Dress,Moderate
La Nacional Restaurant,West Village,Spanish,$30 and under,4.5,4.4,4.4,4.5,100,95%,,Casual Dining,Casual Dress,Moderate
Emporium Brasil Restaurant & Bar,Rockefeller Center Midtown,Brazilian,$31 to $50,4.6,4.6,4.3,4.4,73,92%,Samira Soares,Casual Dining,Business Casual,Quiet
Casa Lever,Midtown East,Italian,$50 and over,4.6,4.6,4.7,4.1,1279,88%,Domenico Natale ,Casual Elegant,Smart Casual,Moderate
Thaimee Table (Formerly Ngam),East Village,Thai,$30 and under,4.4,4,3.9,4.2,734,96%,Hong Thaimee,Casual Dining,Casual Dress,Moderate
Jimmy's 38 NYC,Midtown West,Latin / Spanish,$31 to $50,3.6,3.7,3.7,3.4,56,69%,Jefferson Munoz,Casual Dining,Business Casual,Energetic
Loi Estiatorio,Midtown West,Greek,$31 to $50,4.7,4.8,4.5,4.4,741,93%,Chef Maria Loi,Casual Elegant,Smart Casual,Quiet
Zagara Ristorante Italiano,Chelsea,Italian,$30 and under,4.4,4.5,4.2,4.2,383,88%,Giuseppe Mazzeo,Casual Dining,Casual Dress,Quiet
Philip Marie,West Village,American,$30 and under,4.3,4.4,4.3,4.3,845,93%,John P. Greco III,Casual Elegant,Smart Casual,Moderate
Nick & Stef’s Steakhouse - New York,Midtown West,Steakhouse,$31 to $50,4.4,4.4,4.1,3.8,2191,88%,Daniel Maggio,Casual Elegant,Casual Dress,Moderate
SoHo Park - Hell's Kitchen,Hell's Kitchen,American,$30 and under,4.3,4.2,4.3,4.3,236,93%,,Casual Dining,Casual Dress,Quiet
ZAVÕ Mediterranean Restaurant,Upper East Side,Mediterranean,$31 to $50,4.4,4.2,4.6,4.2,111,90%,Sunil Sharma,Casual Elegant,Smart Casual,Quiet
OCabanon,Chelsea,French,$31 to $50,4.4,4.3,4.2,4,579,90%,,Casual Elegant,Smart Casual,Moderate
Sir Henri Penthouse Rooftop,Gramercy / Flatiron,Greek,$31 to $50,3.8,3.9,4.1,3.6,20,75%,,Casual Dining,Smart Casual,Moderate
Barolo East,Midtown East,Italian,$31 to $50,4.5,4.7,4.5,4.3,63,90%,,Casual Dining,Business Casual,Moderate
Pampano New York,Midtown East,Mexican,$31 to $50,4.5,4.5,4.3,4.1,1965,89%,Richard Sandoval,Casual Elegant,Smart Casual,Moderate
Sotto 13,West Village,Italian,$31 to $50,4.6,4.3,4.4,4.2,168,100%,,Casual Elegant,Smart Casual,Moderate
Chimichurri Grill - Theater District,Theater District / Times Square,Steakhouse,$31 to $50,4.7,4.6,4.3,4.1,259,100%,"Chef Carlos, Chef Julio, Chef Guadalupe",Casual Elegant,Business Casual,Quiet
Nare Sushi,Midtown East,Japanese,$31 to $50,4.5,4.4,4.2,4.2,316,86%,Nakamichi (Mitch) Shinohara,Casual Elegant,Casual Dress,Quiet
"Hell's Kitchen - 9th Ave, New York City",Hell's Kitchen,Mexican,$30 and under,4.5,4.4,4.4,4.4,469,94%,,Casual Dining,Business Casual,Moderate
Ichabod's,Gramercy / Flatiron,American,$30 and under,4.6,4.5,4.4,4.2,460,90%,,Casual Dining,Casual Dress,Moderate
August Restaurant,Upper East Side,American,$31 to $50,4.4,4.3,4.4,4,549,82%,Mark Mata,Casual Elegant,Business Casual,Moderate
Natsumi Tapas,Gramercy / Flatiron,Japanese,$30 and under,4.4,4.1,4.3,4.2,171,85%,,Casual Dining,Casual Dress,Moderate
Empire Steak House- East,Midtown East,Steakhouse,$50 and over,4.3,4.2,4.5,4.1,448,84%,Jack Sinanaj,Fine Dining,Business Casual,Moderate
Hendriks,Murray Hill,Contemporary American,$31 to $50,4.3,4.2,4.3,4.2,289,94%,,Casual Elegant,Smart Casual,Moderate
Casa Apicii,Greenwich Village,Italian,$31 to $50,4.3,4.3,4.5,3.9,363,88%,Andrew Bosi,Casual Elegant,Business Casual,Moderate
BXL Cafe,Midtown West,Belgian,$30 and under,4.2,4.2,3.8,4.1,429,88%,,Casual Dining,Casual Dress,Moderate
Freds Madison at Barneys New York,Upper East Side,American,$31 to $50,4.5,4.3,4.4,3.9,1629,92%,Alfredo Escobar,Casual Elegant,Smart Casual,Moderate
Dos Caminos – Meatpacking,Meatpacking District,Mexican,$31 to $50,4.1,3.8,4,3.8,1426,79%,Ariel Fox,Casual Elegant,Casual Dress,Moderate
Günter Seeger NY,Meatpacking District,American,$50 and over,4.7,4.8,4.8,4.2,305,97%,Günter Seeger,Fine Dining,Business Casual,Quiet
La Fonda Del Sol,Midtown East,Spanish,$31 to $50,4.4,4.4,4.4,4,1197,93%,Derek Miles ,Casual Elegant,Smart Casual,Moderate
Standard Grill,Meatpacking District,American,$50 and over,4.5,4.7,4.5,4,42,90%,,Elegant Dining,Business Casual,Moderate
Ofrenda,West Village,Mexican,$30 and under,4.5,4.4,4.3,4.3,720,98%,Mario Hernandez,Casual Dining,Casual Dress,Moderate
21 Club,Midtown West,American,$50 and over,4.4,4.6,4.7,4.1,3709,85%,Sylvain Delpique,Fine Dining,Jacket Required,Moderate
PizzArte,Midtown West,Italian,$30 and under,4.5,4.4,4.2,4.2,1244,93%,,Casual Elegant,Smart Casual,Moderate
Amali,Upper East Side,Mediterranean,$31 to $50,4.4,4.4,4.4,4,1030,80%,Rodney Sterling,Casual Elegant,Smart Casual,Moderate
Lillie's,Union Square,Comfort Food,$30 and under,4.2,4.1,4.4,4,549,90%,Fausto Rodriguez,Casual Dining,Smart Casual,Moderate
Ipanema Restaurant,Midtown West,Brazilian,$31 to $50,4.4,4.4,4.2,4.2,387,95%,Vasyl Pankovych,Casual Dining,Casual Dress,Moderate
Patzeria Family & Friends,Midtown West,Italian,$30 and under,4.5,4.5,4.2,4.4,1119,97%,,Casual Dining,Casual Dress,Moderate
Omakase Room by Tatsu,West Village,Japanese,$50 and over,4.8,4.8,4.6,4.4,148,88%,,Fine Dining,Business Casual,Quiet
Asuka Sushi,Chelsea,Japanese,$30 and under,4.6,4.6,4.2,4.4,367,92%,Mr Yip,Casual Elegant,Casual Dress,Moderate
Carragher’s,Midtown West,British,$30 and under,4.1,4.2,4.2,4,380,81%,Shane Diggin,Casual Dining,Business Casual,Moderate
Basso56,Midtown West,Italian,$31 to $50,4.7,4.7,4.4,4.4,907,96%,,Casual Elegant,Business Casual,Moderate
Mykonos Blue,Chelsea,Greek,$31 to $50,4.2,4.1,3.9,3.8,337,81%,Henry Vigniero,Casual Dining,Business Casual,Moderate
Thalia,Theater District / Times Square,American,$31 to $50,3.8,3.7,3.8,3.5,2269,70%,Fernando Barrios,Casual Elegant,Casual Dress,Moderate
K Rico South American Steakhouse,Hell's Kitchen,Steakhouse,$30 and under,4.6,4.6,4.4,4.1,1413,91%,John P. Greco III,Casual Dining,Casual Dress,Moderate
Dianne & Elisabeth,Hell's Kitchen,Contemporary American,$30 and under,4.3,4.3,4.3,4,188,89%,Charlie Marshall,Fine Dining,Casual Dress,Moderate
Quality Eats West Village,West Village,Steakhouse,$31 to $50,4.6,4.5,4.5,4.3,28,93%,,Casual Dining,Casual Dress,Moderate
El Quinto Pino,Chelsea,Spanish,$30 and under,4.4,4.4,4.4,4.1,463,89%,Alex Raij and Eder Montero,Casual Dining,Casual Dress,Moderate
Socarrat Paella Bar - Midtown East,Midtown East,Spanish,$31 to $50,4.3,4.4,4.3,4,686,85%,"Jesus ""LOLO"" Manso",Casual Dining,Casual Dress,Moderate
Tía Pol,Chelsea,Tapas / Small Plates,$30 and under,4.7,4.5,4.4,4.3,552,93%,Dylan Stage,Casual Dining,Casual Dress,Moderate
Bistango at The Kimberly Hotel,Midtown East,Italian,$30 and under,4.5,4.6,4.3,4.3,660,92%,Humberto Corona,Casual Elegant,Casual Dress,Moderate
Wolfgang's Steak House - 54th Street,Midtown East,Steakhouse,$50 and over,4.6,4.3,4.2,4,1318,87%,,Elegant Dining,Casual Dress,Moderate
NAYA Mezze & Grill,Midtown East,Lebanese,$30 and under,4.6,4.5,4.5,4.5,1363,92%,Hady Kfoury,Casual Elegant,Casual Dress,Moderate
Vaucluse,Midtown East,French,$31 to $50,4.5,4.6,4.6,4.2,1239,85%,Jared Gadbaw,Casual Elegant,Smart Casual,Quiet
Heartland Brewery Chophouse,Theater District / Times Square,American,$30 and under,3.8,4.2,4,3.7,1227,83%,Dulal Uddin,Casual Elegant,Casual Dress,Moderate
FIG & OLIVE Uptown,Upper East Side,Mediterranean,$31 to $50,4.2,4.1,4.1,3.8,2298,76%,,Casual Elegant,Business Casual,Moderate
Buca di Beppo - Times Square,Theater District / Times Square,Italian,$30 and under,3.9,3.7,3.9,3.8,1136,73%,,Casual Dining,Casual Dress,Moderate
Limani - NYC,Rockefeller Center Midtown,Mediterranean,$50 and over,4.6,4.4,4.5,4.1,1796,88%,Chef Alam,Fine Dining,Smart Casual,Moderate
Wolfgang's Steakhouse Boutique,Theater District / Times Square,Steakhouse,$31 to $50,4.5,4.3,4.2,3.9,238,85%,Amiro Cruz,Casual Dining,Casual Dress,Moderate
Il Mulino Prime - Gramercy,Gramercy / Flatiron,Italian,$50 and over,4.5,4.6,4.5,4,30,81%,,Fine Dining,Business Casual,Quiet
Cull and Pistol,Chelsea,Seafood,$30 and under,4.7,4.5,4.3,4.1,416,91%,,Casual Dining,Casual Dress,Moderate
The Greek Kitchen,Hell's Kitchen,Greek,$30 and under,4.4,4.3,4,4.2,570,94%,,Casual Dining,Smart Casual,Quiet
Park Avenue Wine Dinner,Gramercy / Flatiron,Contemporary American,$31 to $50,4.7,4.4,4.7,4.5,135,86%,,Casual Elegant,Smart Casual,Moderate
1 Darbar,Midtown East,Indian,$30 and under,4.3,4.1,3.8,4,568,83%,Apu Gomez,Casual Elegant,Smart Casual,Quiet
Kyma - Flatiron,Gramercy / Flatiron,Greek,$50 and over,4.7,4.5,4.6,4.1,214,95%,Chris Christou,Casual Elegant,Business Casual,Moderate
Motel Morris,Chelsea,American,$31 to $50,4.5,4.6,4.6,4.1,51,96%,Bill McDaniel,Casual Dining,Casual Dress,Moderate
Tio Pepe,West Village,Spanish,$30 and under,3.7,4.1,4.1,3.9,192,73%,Chef Javier Hernandez ,Casual Dining,Casual Dress,Moderate
Ovest Pizzoteca,Chelsea,Pizzeria,$30 and under,4.5,4.3,4.3,4.3,143,86%,,Elegant Dining,Casual Dress,Moderate
Meson Sevilla,Theater District / Times Square,Spanish,$30 and under,4.2,4.3,4,4.2,1190,88%,Joaquin Lucero,Casual Dining,Smart Casual,Moderate
Kellari Taverna,Theater District / Times Square,Greek,$31 to $50,4.4,4.3,4.4,3.9,5709,90%,Themis Papadopoulos,Casual Elegant,Smart Casual,Moderate
.Tarallucci e Vino Union Square,Union Square,Italian,$31 to $50,4.4,4.2,4.2,4,650,91%,,Casual Elegant,Smart Casual,Moderate
Connolly's Pub and Restaurant - 47th,Midtown East,American,$30 and under,4.2,4.4,4.2,4.3,209,96%,Winston Hernandez,Casual Dining,Business Casual,Moderate
Haru Hell's Kitchen,Hell's Kitchen,Japanese,$31 to $50,4.3,4.3,4.1,4,128,82%,Ben Dodaro,Casual Dining,Business Casual,Moderate
Lazzara's Pizza Cafe,Midtown West,Pizzeria,$30 and under,4.5,4.2,4.1,4.4,140,84%,,Casual Dining,Casual Dress,Moderate
Bar Six,Greenwich Village,French,$30 and under,4.3,4.2,4.4,4.2,278,100%,,Casual Elegant,Casual Dress,Moderate
Haymaker Bar & Kitchen,Chelsea,American,$30 and under,3.9,3.9,3.9,3.8,80,91%,Emily Chapman,Casual Dining,Casual Dress,Moderate
Morrell Wine Bar & Cafe,Rockefeller Center Midtown,American,$31 to $50,4.4,4.3,4.4,4,806,100%,Jorge Arellano,Casual Elegant,Casual Dress,Moderate
Papillon Bistro and Bar,Midtown East,Bistro,$31 to $50,4,4,4.1,3.9,385,81%,Rogelio Martinez,Casual Dining,Smart Casual,Moderate
Grill Café at The Standard,Meatpacking District,Contemporary American,$30 and under,4.2,3.9,4.3,3.7,19,83%,,Casual Dining,Casual Dress,Moderate
The Round Table at the Algonquin Hotel,Midtown West,Contemporary American,$50 and over,4,4,4.5,3.7,532,66%,Henderson Catlyn,Casual Elegant,Casual Dress,Quiet
Villanelle,Greenwich Village,American,$50 and over,4.7,4.8,4.6,4.2,185,93%,,Casual Elegant,Business Casual,Quiet
Johnny Utah's,Rockefeller Center Midtown,Southwest,$30 and under,3.5,3.7,3.9,3.6,502,82%,,Casual Dining,Casual Dress,Moderate
North Square,Greenwich Village,American,$31 to $50,4.5,4.4,4.2,4.3,1787,93%,Yoel Cruz,Casual Dining,Casual Dress,Quiet
Le Pif-  Chelsea,Chelsea,French,$30 and under,4.5,4.4,4.5,4.4,71,94%,,Casual Dining,Business Casual,Moderate
Spice - Union Square,Union Square,Thai,$30 and under,4.2,3.7,3.8,4.1,338,86%,,Casual Dining,Casual Dress,Moderate
Gu Japanese Fusion Sushi and Bar,Midtown East,Japanese,$30 and under,4.5,4.4,4.4,4.4,42,95%,,Casual Dining,Casual Dress,Moderate
Amma,Midtown East,Indian,$31 to $50,4.6,4.5,4.2,4.3,1433,97%,,Fine Dining,Business Casual,Quiet
Bice Cucina FKA Bistro Milano,Midtown West,Italian,$31 to $50,4.5,4.6,4.4,4.3,814,89%,Juan Zenteno,Casual Dining,Business Casual,Quiet
Highlands,Greenwich Village,Gastro Pub,$30 and under,4.5,4.6,4.6,4.2,467,89%,,Casual Elegant,Business Casual,Moderate
Yuba,East Village,Japanese,$50 and over,4.7,4.8,4.1,4.5,178,92%,Jack Wei,Casual Elegant,Casual Dress,Quiet
Green Fig,Midtown West,Mediterranean,$31 to $50,4,4,3.8,3.6,241,77%,Yuval Litmanovich,Casual Elegant,Smart Casual,Quiet
The New York Beer Company,Hell's Kitchen,American,$30 and under,4.2,4.3,4.1,4.2,630,93%,Paul Loftus,Casual Dining,Casual Dress,Moderate
Lasagna Restaurant – Chelsea,Chelsea,Italian,$30 and under,4.3,4.3,4.1,4.3,491,86%,Adam,Casual Dining,Casual Dress,Moderate
Forty Four,Midtown West,American,$31 to $50,3.8,3.6,4,3.3,288,63%,,Casual Elegant,Smart Casual,Moderate
BG - Bergdorf Goodman,Midtown West,Contemporary American,$31 to $50,4.6,4.7,4.7,4.2,2456,96%,James Henderson,Casual Elegant,Smart Casual,Moderate
Angeletto Restaurant,Midtown East,Italian,$31 to $50,4.5,4.6,4.5,4.3,108,100%,Davide Shyti,Casual Dining,Business Casual,Quiet
Brunetti Pizza - West Village,West Village,Pizzeria,$30 and under,4.6,4.5,4.3,4.3,312,95%,,Casual Dining,Casual Dress,Moderate
I Trulli,Murray Hill,Italian,$31 to $50,4.5,4.4,4.3,4.2,2162,85%,Ben Smallman,Fine Dining,Casual Dress,Moderate
Pescatore,Midtown East,Italian,$30 and under,4.4,4.4,4.3,4.1,174,94%,,Casual Elegant,Smart Casual,Moderate
Two E Bar and Lounge,Upper East Side,Bar / Lounge / Bottle Service,$30 and under,4.1,4.2,4.3,3.8,403,70%,Ashfer Biju,Casual Elegant,Smart Casual,Moderate
RARE Bar & Grill (Chelsea),Chelsea,Burgers,$30 and under,4.1,4.2,3.9,3.9,622,81%,Edguardo Hernandez,Casual Dining,Smart Casual,Moderate
Handcraft Kitchen & Cocktails,Kips Bay,Bar / Lounge / Bottle Service,$30 and under,4.2,4.2,4.2,4,76,89%,,Casual Dining,Business Casual,Moderate
Russian Samovar & Tolstoy's Lounge,Theater District / Times Square,Russian,$30 and under,4.5,4.1,4.2,4.1,250,93%,,Casual Dining,Business Casual,Moderate
Calle Dao - Chelsea,Chelsea,Asian,$30 and under,4.1,4,4.2,3.8,114,81%,,Casual Dining,Casual Dress,Moderate
Temerario,Chelsea,Mexican,$30 and under,4.4,4.1,4.2,4,112,78%,Mario Hernandez,Casual Dining,Business Casual,Moderate
Le Bilboquet,Upper East Side,French,$31 to $50,4.6,4.6,4.7,4.2,18,96%,,Casual Elegant,Formal Attire,Moderate
FIG & OLIVE Meatpacking,Meatpacking District,Mediterranean,$31 to $50,4.4,4.3,4.6,4,6156,87%,,Casual Elegant,Business Casual,Moderate
Hudson Yards Grill,Garment District / Flower District,American,$31 to $50,3.7,4.1,3.9,3.3,38,71%,Michael Lomonaco,Casual Dining,Business Casual,Moderate
Pig n Whistle on 36th,Midtown West,Irish,$30 and under,4.3,4.1,4.1,4.1,231,97%,,Casual Dining,Casual Dress,Moderate
Bell Book & Candle,West Village,American,$31 to $50,4.3,4,4.4,3.9,164,82%,,Casual Dining,Business Casual,Moderate
Bistro Vendome - NYC,Midtown East,French,$31 to $50,4.7,4.5,4.5,4.4,993,98%,Pascal Petiteau,Casual Elegant,Smart Casual,Moderate
Connolly's Pub and Restaurant - 45th,Midtown West,American,$30 and under,4.2,4.2,4.1,4.2,423,91%,Winston Hernandez,Casual Dining,Business Casual,Moderate
La Rivista,Theater District / Times Square,Italian,$31 to $50,4.2,4.1,4.1,4.1,1182,87%,,Casual Dining,Business Casual,Moderate
West Side Steakhouse,Midtown West,Steakhouse,$31 to $50,4.6,4.6,4.3,4.3,837,91%,,Casual Dining,Casual Dress,Moderate
Fabio Cucina Italiana,Midtown East,Italian,$31 to $50,4.7,4.6,4.5,4.3,378,96%,Chicco Asante,Fine Dining,Business Casual,Quiet
Margaux,West Village,Mediterranean,$31 to $50,4.1,4,4.5,3.8,235,88%,Michael Reardon,Casual Dining,Casual Dress,Quiet
Gleason's Tavern,Theater District / Times Square,American,$30 and under,4.2,4.2,3.9,4,115,88%,Matt Shoemaker,Casual Dining,Casual Dress,Moderate
Vida Verde,Midtown West,Mexican,$30 and under,4.4,4.3,4.4,4,125,90%,Adrian Ramirez,Casual Dining,Smart Casual,Moderate
Chef Yu,Garment District / Flower District,Chinese,$30 and under,4,3.6,3.8,4,157,72%,,Casual Dining,Business Casual,Moderate
Bhatti Indian Grill,Murray Hill,Indian,$30 and under,4.5,4.3,4.1,4.3,419,83%,,Casual Elegant,Casual Dress,Moderate
Paul & Jimmy's Ristorante,Gramercy / Flatiron,Italian,$30 and under,4.5,4.6,4.4,4.3,444,94%,Greg Azzollini,Casual Dining,Casual Dress,Quiet
Kahlo NYC,Chelsea,Mexican,$31 to $50,4.3,4.3,4.6,3.8,43,87%,,Casual Dining,Business Casual,Moderate
Mont Blanc 52,Midtown West,Swiss,$31 to $50,4.6,4.6,4.4,4.4,286,95%,,Casual Dining,Casual Dress,Quiet
Gradisca,Greenwich Village,Italian,$31 to $50,4.5,4.5,4.3,4.2,440,97%,Enzo Neri,Casual Dining,Smart Casual,Moderate
Crave Fishbar - Midtown,Midtown East,Seafood,$30 and under,4.6,4.5,4.4,4.3,1668,95%,Todd Mitgang,Casual Dining,Casual Dress,Moderate
Butcher and Banker NYC,Midtown West,Steakhouse,$31 to $50,4.4,4.4,4.4,4,419,87%,Scott Campbell,Casual Elegant,Business Casual,Quiet
Del Posto,Meatpacking District,Italian,$50 and over,4.7,4.8,4.8,4.2,6636,89%,Melissa Rodriguez,Fine Dining,Jacket Preferred,Quiet
